index,img_path,img_pathE,img_pathQ,predEQ,label,embedE,embedQ
1_788,../new_data/style:japan/788.jpg,../new_data/cut_style:japan/1_788_E_.jpg,../new_data/cut_style:japan/1_788_Q_.jpg,[0.         0.00164506 0.         ... 0.         0.02850591 0.01775301],1,[0.         0.00164506 0.         ... 0.         0.         0.00037067],[0.         0.         0.05780157 ... 0.         0.02850591 0.01775301]
1_789,../new_data/style:japan/789.jpg,../new_data/cut_style:japan/1_789_E_.jpg,../new_data/cut_style:japan/1_789_Q_.jpg,[0.         0.00241843 0.13070029 ... 0.         0.27145496 0.01566186],1,[0.         0.00241843 0.13070029 ... 0.34227294 0.00714183 0.05988915],[0.01718709 0.         0.19752261 ... 0.         0.27145496 0.01566186]
1_790,../new_data/style:japan/790.jpg,../new_data/cut_style:japan/1_790_E_.jpg,../new_data/cut_style:japan/1_790_Q_.jpg,[0.14033186 0.         0.14516948 ... 0.         0.         0.540856  ],1,[0.14033186 0.         0.14516948 ... 0.         0.0711859  0.07746588],[0.         0.         0.02861026 ... 0.         0.         0.540856  ]
1_795,../new_data/style:japan/795.jpg,../new_data/cut_style:japan/1_795_E_.jpg,../new_data/cut_style:japan/1_795_Q_.jpg,[0.         0.00069377 0.00092238 ... 0.         0.         0.        ],1,[0.         0.00069377 0.00092238 ... 0.         0.         0.1283323 ],[0.        0.        0.1163052 ... 0.        0.        0.       ]
1_796,../new_data/style:japan/796.jpg,../new_data/cut_style:japan/1_796_E_.jpg,../new_data/cut_style:japan/1_796_Q_.jpg,[0.         0.29491836 0.10228895 ... 0.05326078 0.0322049  0.        ],1,[0.         0.29491836 0.10228895 ... 0.         0.         0.1933667 ],[0.05728098 0.         0.21027513 ... 0.05326078 0.0322049  0.        ]
1_797,../new_data/style:japan/797.jpg,../new_data/cut_style:japan/1_797_E_.jpg,../new_data/cut_style:japan/1_797_Q_.jpg,[0.         0.03751105 0.01403618 ... 0.         0.         0.        ],1,[0.         0.03751105 0.01403618 ... 0.         0.         0.01386327],[0.01436898 0.         0.56148887 ... 0.         0.         0.        ]
1_801,../new_data/style:japan/801.jpg,../new_data/cut_style:japan/1_801_E_.jpg,../new_data/cut_style:japan/1_801_Q_.jpg,[0.         0.00064681 0.08017452 ... 0.         0.         0.00869469],1,[0.         0.00064681 0.08017452 ... 0.0367912  0.         0.00799809],[0.12026616 0.0006119  0.0612022  ... 0.         0.         0.00869469]
1_802,../new_data/style:japan/802.jpg,../new_data/cut_style:japan/1_802_E_.jpg,../new_data/cut_style:japan/1_802_Q_.jpg,[0.         0.04048639 0.0468978  ... 0.         0.         0.01856908],1,"[0.0000000e+00 4.0486388e-02 4.6897795e-02 ... 6.0163224e-05 0.0000000e+00
 9.0119421e-02]",[0.24213512 0.         0.56803787 ... 0.         0.         0.01856908]
1_803,../new_data/style:japan/803.jpg,../new_data/cut_style:japan/1_803_E_.jpg,../new_data/cut_style:japan/1_803_Q_.jpg,[0.00501476 0.05195852 0.03574464 ... 0.01467334 0.         0.01140032],1,[0.00501476 0.05195852 0.03574464 ... 0.34715065 0.05645739 0.20477907],[0.16362818 0.         0.28753302 ... 0.01467334 0.         0.01140032]
1_807,../new_data/style:japan/807.jpg,../new_data/cut_style:japan/1_807_E_.jpg,../new_data/cut_style:japan/1_807_Q_.jpg,[0.         0.0067631  0.         ... 0.00921635 0.00919356 0.01524061],1,[0.         0.0067631  0.         ... 0.         0.05619802 0.12488358],[0.21466559 0.         0.59460384 ... 0.00921635 0.00919356 0.01524061]
1_808,../new_data/style:japan/808.jpg,../new_data/cut_style:japan/1_808_E_.jpg,../new_data/cut_style:japan/1_808_Q_.jpg,[0.23454936 0.         0.36026528 ... 0.22934341 0.05914025 0.00679678],1,[0.23454936 0.         0.36026528 ... 0.         0.01122705 0.06467412],[0.0181719  0.         0.07517067 ... 0.22934341 0.05914025 0.00679678]
1_811,../new_data/style:japan/811.jpg,../new_data/cut_style:japan/1_811_E_.jpg,../new_data/cut_style:japan/1_811_Q_.jpg,"[0.0000000e+00 3.6154473e-05 8.5386313e-02 ... 0.0000000e+00 8.0134191e-02
 2.3928147e-03]",1,"[0.0000000e+00 3.6154473e-05 8.5386313e-02 ... 6.7586354e-03 8.9571904e-04
 2.8246187e-02]",[0.         0.         0.         ... 0.         0.08013419 0.00239281]
1_813,../new_data/style:japan/813.jpg,../new_data/cut_style:japan/1_813_E_.jpg,../new_data/cut_style:japan/1_813_Q_.jpg,[0.         0.00092657 0.         ... 0.         0.65535724 0.01011015],1,[0.         0.00092657 0.         ... 0.         0.05455767 0.11332656],[0.12973636 0.         0.07488048 ... 0.         0.65535724 0.01011015]
1_815,../new_data/style:japan/815.jpg,../new_data/cut_style:japan/1_815_E_.jpg,../new_data/cut_style:japan/1_815_Q_.jpg,[0.02043746 0.         0.         ... 0.17071673 0.02210901 0.01465119],1,[0.02043746 0.         0.         ... 0.         0.03828656 0.00109547],[0.         0.         0.04238301 ... 0.17071673 0.02210901 0.01465119]
1_817,../new_data/style:japan/817.jpg,../new_data/cut_style:japan/1_817_E_.jpg,../new_data/cut_style:japan/1_817_Q_.jpg,[0.         0.15549822 0.         ... 0.07967805 0.01825766 0.        ],1,[0.         0.15549822 0.         ... 0.01451783 0.03301822 0.00381057],[0.48828927 0.         0.0388394  ... 0.07967805 0.01825766 0.        ]
1_818,../new_data/style:japan/818.jpg,../new_data/cut_style:japan/1_818_E_.jpg,../new_data/cut_style:japan/1_818_Q_.jpg,[0.         0.         0.         ... 0.         0.00210445 0.02869037],1,[0.         0.         0.         ... 0.01669442 0.         0.5032108 ],[0.0735919  0.         0.01692313 ... 0.         0.00210445 0.02869037]
1_819,../new_data/style:japan/819.jpg,../new_data/cut_style:japan/1_819_E_.jpg,../new_data/cut_style:japan/1_819_Q_.jpg,[0.         0.         0.06246623 ... 0.         0.         0.03186286],1,[0.         0.         0.06246623 ... 0.0229325  0.         0.07406621],[0.10105561 0.00062493 0.04845978 ... 0.         0.         0.03186286]
1_820,../new_data/style:japan/820.jpg,../new_data/cut_style:japan/1_820_E_.jpg,../new_data/cut_style:japan/1_820_Q_.jpg,[0.         0.         0.00790127 ... 0.07869026 0.16764198 0.        ],1,"[0.0000000e+00 0.0000000e+00 7.9012737e-03 ... 4.0287632e-05 4.0567767e-02
 4.6500462e-01]",[0.20896141 0.         0.61500543 ... 0.07869026 0.16764198 0.        ]
1_821,../new_data/style:japan/821.jpg,../new_data/cut_style:japan/1_821_E_.jpg,../new_data/cut_style:japan/1_821_Q_.jpg,[0.         0.         0.10987905 ... 0.         0.         0.07198805],1,[0.         0.         0.10987905 ... 0.         0.00468452 0.        ],[0.1139634  0.         0.10282004 ... 0.         0.         0.07198805]
1_822,../new_data/style:japan/822.jpg,../new_data/cut_style:japan/1_822_E_.jpg,../new_data/cut_style:japan/1_822_Q_.jpg,[0.001608   0.         0.04482725 ... 0.3784287  0.         0.03965615],1,[0.001608   0.         0.04482725 ... 0.         0.         0.02169866],[0.         0.07273929 0.31902444 ... 0.3784287  0.         0.03965615]
1_823,../new_data/style:japan/823.jpg,../new_data/cut_style:japan/1_823_E_.jpg,../new_data/cut_style:japan/1_823_Q_.jpg,[0.         0.         0.04566071 ... 0.00718092 0.         0.0045499 ],1,[0.         0.         0.04566071 ... 0.45211977 0.         0.00741942],[0.31966513 0.         0.04654593 ... 0.00718092 0.         0.0045499 ]
1_824,../new_data/style:japan/824.jpg,../new_data/cut_style:japan/1_824_E_.jpg,../new_data/cut_style:japan/1_824_Q_.jpg,[0.         0.         0.09861392 ... 0.         0.09152075 0.0118185 ],1,"[0.0000000e+00 0.0000000e+00 9.8613918e-02 ... 3.0791758e-05 3.7947409e-02
 3.9060077e-01]",[0.00980139 0.         0.08051673 ... 0.         0.09152075 0.0118185 ]
1_826,../new_data/style:japan/826.jpg,../new_data/cut_style:japan/1_826_E_.jpg,../new_data/cut_style:japan/1_826_Q_.jpg,[0.02112999 0.01089968 0.03459594 ... 0.00542256 0.         0.33584553],1,[0.02112999 0.01089968 0.03459594 ... 0.         0.         0.2612222 ],[0.07683425 0.         0.1108539  ... 0.00542256 0.         0.33584553]
1_827,../new_data/style:japan/827.jpg,../new_data/cut_style:japan/1_827_E_.jpg,../new_data/cut_style:japan/1_827_Q_.jpg,[0.17064461 0.         0.87466776 ... 0.         0.00534707 0.04151515],1,[0.17064461 0.         0.87466776 ... 0.53302526 0.03546952 0.00817159],[0.01417814 0.         0.05860055 ... 0.         0.00534707 0.04151515]
1_828,../new_data/style:japan/828.jpg,../new_data/cut_style:japan/1_828_E_.jpg,../new_data/cut_style:japan/1_828_Q_.jpg,"[1.00877315e-01 0.00000000e+00 1.97411656e-01 ... 1.10560739e-02
 1.60421641e-05 5.03947586e-02]",1,[0.10087731 0.         0.19741166 ... 0.06849661 0.01206093 0.28145182],"[6.2299473e-03 0.0000000e+00 1.3863130e-01 ... 1.1056074e-02 1.6042164e-05
 5.0394759e-02]"
1_829,../new_data/style:japan/829.jpg,../new_data/cut_style:japan/1_829_E_.jpg,../new_data/cut_style:japan/1_829_Q_.jpg,[0.         0.         0.07788905 ... 0.00247654 0.         0.0490304 ],1,[0.         0.         0.07788905 ... 0.03318742 0.         0.19612293],[0.         0.         0.25132948 ... 0.00247654 0.         0.0490304 ]
1_832,../new_data/style:japan/832.jpg,../new_data/cut_style:japan/1_832_E_.jpg,../new_data/cut_style:japan/1_832_Q_.jpg,[0.12847795 0.         0.13774477 ... 0.         0.01324917 0.00797192],1,[0.12847795 0.         0.13774477 ... 0.20091046 0.02921258 0.03456398],[0.05144292 0.0025932  0.05042372 ... 0.         0.01324917 0.00797192]
1_833,../new_data/style:japan/833.jpg,../new_data/cut_style:japan/1_833_E_.jpg,../new_data/cut_style:japan/1_833_Q_.jpg,[0.09983155 0.         0.01507392 ... 0.02647231 0.         0.003116  ],1,[0.09983155 0.         0.01507392 ... 0.         0.         0.        ],[0.16540368 0.         0.27530098 ... 0.02647231 0.         0.003116  ]
1_835,../new_data/style:japan/835.jpg,../new_data/cut_style:japan/1_835_E_.jpg,../new_data/cut_style:japan/1_835_Q_.jpg,[0.01592778 0.00970578 0.05362166 ... 0.00870193 0.00496629 0.        ],1,[0.01592778 0.00970578 0.05362166 ... 0.0225643  0.         0.002281  ],[0.31406683 0.00756138 0.05031104 ... 0.00870193 0.00496629 0.        ]
1_837,../new_data/style:japan/837.jpg,../new_data/cut_style:japan/1_837_E_.jpg,../new_data/cut_style:japan/1_837_Q_.jpg,"[1.6139854e-02 0.0000000e+00 7.8176074e-02 ... 4.4520937e-02 4.5611177e-05
 1.8389856e-02]",1,[0.01613985 0.         0.07817607 ... 0.         0.01104703 0.25187355],"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.4520937e-02 4.5611177e-05
 1.8389856e-02]"
1_838,../new_data/style:japan/838.jpg,../new_data/cut_style:japan/1_838_E_.jpg,../new_data/cut_style:japan/1_838_Q_.jpg,[0.02705174 0.0006805  0.11223265 ... 0.         0.0144156  0.04737061],1,[0.02705174 0.0006805  0.11223265 ... 0.         0.         0.05098961],[0.19253893 0.         0.07021514 ... 0.         0.0144156  0.04737061]
1_839,../new_data/style:japan/839.jpg,../new_data/cut_style:japan/1_839_E_.jpg,../new_data/cut_style:japan/1_839_Q_.jpg,[0.         0.         0.00276019 ... 0.08636584 0.00657854 0.00151187],1,[0.         0.         0.00276019 ... 0.02465675 0.         0.32065997],[0.10092369 0.         0.2429563  ... 0.08636584 0.00657854 0.00151187]
1_840,../new_data/style:japan/840.jpg,../new_data/cut_style:japan/1_840_E_.jpg,../new_data/cut_style:japan/1_840_Q_.jpg,[0.         0.         0.03711826 ... 0.         0.00222217 0.01758345],1,[0.         0.         0.03711826 ... 0.         0.         0.01313657],[0.         0.         0.00437878 ... 0.         0.00222217 0.01758345]
1_842,../new_data/style:japan/842.jpg,../new_data/cut_style:japan/1_842_E_.jpg,../new_data/cut_style:japan/1_842_Q_.jpg,[0.07026037 0.         0.08274296 ... 0.0265316  0.2655933  0.01505004],1,[0.07026037 0.         0.08274296 ... 0.2228186  0.10432965 0.19705975],[0.05898041 0.         0.03112101 ... 0.0265316  0.2655933  0.01505004]
1_843,../new_data/style:japan/843.jpg,../new_data/cut_style:japan/1_843_E_.jpg,../new_data/cut_style:japan/1_843_Q_.jpg,[0.         0.         0.05835881 ... 0.         0.00285904 0.12626007],1,[0.         0.         0.05835881 ... 0.         0.17695287 0.66995513],[0.00630277 0.         0.10444482 ... 0.         0.00285904 0.12626007]
1_844,../new_data/style:japan/844.jpg,../new_data/cut_style:japan/1_844_E_.jpg,../new_data/cut_style:japan/1_844_Q_.jpg,[0.05600823 0.         0.         ... 0.         0.02837325 0.04676973],1,[0.05600823 0.         0.         ... 0.         0.01741138 0.03295412],[0.0520119  0.         0.10303156 ... 0.         0.02837325 0.04676973]
1_847,../new_data/style:japan/847.jpg,../new_data/cut_style:japan/1_847_E_.jpg,../new_data/cut_style:japan/1_847_Q_.jpg,[0.         0.         0.15391454 ... 0.         0.         0.04722094],1,[0.         0.         0.15391454 ... 0.         0.05588684 0.36590934],[0.01670207 0.01380424 0.         ... 0.         0.         0.04722094]
1_848,../new_data/style:japan/848.jpg,../new_data/cut_style:japan/1_848_E_.jpg,../new_data/cut_style:japan/1_848_Q_.jpg,[0.         0.0024893  0.02284607 ... 0.         0.         0.00703482],1,[0.         0.0024893  0.02284607 ... 0.         0.         0.5150037 ],[0.05275475 0.         0.16720615 ... 0.         0.         0.00703482]
1_849,../new_data/style:japan/849.jpg,../new_data/cut_style:japan/1_849_E_.jpg,../new_data/cut_style:japan/1_849_Q_.jpg,[0.         0.0875408  0.02051406 ... 0.03399288 0.         0.00152338],1,[0.         0.0875408  0.02051406 ... 0.         0.20705983 0.70660853],[0.1202296  0.         0.83033234 ... 0.03399288 0.         0.00152338]
1_851,../new_data/style:japan/851.jpg,../new_data/cut_style:japan/1_851_E_.jpg,../new_data/cut_style:japan/1_851_Q_.jpg,[0.         0.         0.1474051  ... 0.01409327 0.         0.015736  ],1,[0.         0.         0.1474051  ... 0.1388139  0.01134041 0.09540134],[0.18183076 0.0103885  0.21718894 ... 0.01409327 0.         0.015736  ]
1_853,../new_data/style:japan/853.jpg,../new_data/cut_style:japan/1_853_E_.jpg,../new_data/cut_style:japan/1_853_Q_.jpg,[0.         0.00028089 0.02848139 ... 0.08033882 0.         0.00161947],1,"[0.0000000e+00 2.8089285e-04 2.8481394e-02 ... 0.0000000e+00 0.0000000e+00
 4.8310232e-01]",[0.48520193 0.         0.29989734 ... 0.08033882 0.         0.00161947]
1_854,../new_data/style:japan/854.jpg,../new_data/cut_style:japan/1_854_E_.jpg,../new_data/cut_style:japan/1_854_Q_.jpg,[0.         0.00043851 0.16216412 ... 0.         0.         0.18934514],1,[0.         0.00043851 0.16216412 ... 0.         0.00323009 0.01347081],[0.04452429 0.         0.51943696 ... 0.         0.         0.18934514]
1_856,../new_data/style:japan/856.jpg,../new_data/cut_style:japan/1_856_E_.jpg,../new_data/cut_style:japan/1_856_Q_.jpg,[0.         0.         0.02586141 ... 0.02373448 0.         0.02105751],1,[0.         0.         0.02586141 ... 0.01587819 0.         0.0008901 ],[0.2438336  0.         0.05833016 ... 0.02373448 0.         0.02105751]
1_857,../new_data/style:japan/857.jpg,../new_data/cut_style:japan/1_857_E_.jpg,../new_data/cut_style:japan/1_857_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.02321721],1,[0.         0.         0.         ... 0.         0.         0.06586892],[0.03154015 0.         0.11675532 ... 0.         0.         0.02321721]
1_858,../new_data/style:japan/858.jpg,../new_data/cut_style:japan/1_858_E_.jpg,../new_data/cut_style:japan/1_858_Q_.jpg,[0.         0.00046287 0.08470098 ... 0.         0.         0.06339499],1,[0.         0.00046287 0.08470098 ... 0.         0.06238688 0.05959488],[0.470873   0.         0.00461463 ... 0.         0.         0.06339499]
1_864,../new_data/style:japan/864.jpg,../new_data/cut_style:japan/1_864_E_.jpg,../new_data/cut_style:japan/1_864_Q_.jpg,[0.         0.         0.08084472 ... 0.         0.01146021 0.00206479],1,[0.         0.         0.08084472 ... 0.         0.00123268 0.        ],[0.02521075 0.         0.04846979 ... 0.         0.01146021 0.00206479]
1_865,../new_data/style:japan/865.jpg,../new_data/cut_style:japan/1_865_E_.jpg,../new_data/cut_style:japan/1_865_Q_.jpg,[0.0734187  0.         0.         ... 0.01155003 0.00042609 0.00116053],1,[0.0734187 0.        0.        ... 0.        0.        0.1308551],[0.         0.         0.         ... 0.01155003 0.00042609 0.00116053]
1_866,../new_data/style:japan/866.jpg,../new_data/cut_style:japan/1_866_E_.jpg,../new_data/cut_style:japan/1_866_Q_.jpg,[0.         0.02951224 0.         ... 0.         0.         0.03833643],1,[0.         0.02951224 0.         ... 0.00303436 0.         0.21758118],[0.00956278 0.         0.06053632 ... 0.         0.         0.03833643]
1_867,../new_data/style:japan/867.jpg,../new_data/cut_style:japan/1_867_E_.jpg,../new_data/cut_style:japan/1_867_Q_.jpg,[0.         0.00130639 0.00494472 ... 0.         0.03110386 0.00191774],1,[0.         0.00130639 0.00494472 ... 0.         0.         0.08067954],[0.00248679 0.01084821 0.         ... 0.         0.03110386 0.00191774]
1_868,../new_data/style:japan/868.jpg,../new_data/cut_style:japan/1_868_E_.jpg,../new_data/cut_style:japan/1_868_Q_.jpg,[0.00101408 0.00985372 0.00647063 ... 0.         0.         0.00457296],1,[0.00101408 0.00985372 0.00647063 ... 0.20702958 0.         0.02720905],[0.01433464 0.03682309 0.17962548 ... 0.         0.         0.00457296]
1_870,../new_data/style:japan/870.jpg,../new_data/cut_style:japan/1_870_E_.jpg,../new_data/cut_style:japan/1_870_Q_.jpg,[0.         0.         0.01371107 ... 0.         0.         0.00365235],1,[0.         0.         0.01371107 ... 0.00833451 0.         0.01235642],[0.10576893 0.         0.03701749 ... 0.         0.         0.00365235]
1_872,../new_data/style:japan/872.jpg,../new_data/cut_style:japan/1_872_E_.jpg,../new_data/cut_style:japan/1_872_Q_.jpg,[0.13278893 0.         0.0571325  ... 0.         0.25500822 0.08261507],1,[0.13278893 0.         0.0571325  ... 0.00288626 0.01220656 0.        ],[0.4696496  0.         0.22977185 ... 0.         0.25500822 0.08261507]
1_874,../new_data/style:japan/874.jpg,../new_data/cut_style:japan/1_874_E_.jpg,../new_data/cut_style:japan/1_874_Q_.jpg,[0.06088596 0.00622446 0.10022748 ... 0.01846552 0.06881335 0.13187218],1,[0.06088596 0.00622446 0.10022748 ... 0.         0.         0.0451913 ],[0.06190672 0.06232905 0.49983096 ... 0.01846552 0.06881335 0.13187218]
1_876,../new_data/style:japan/876.jpg,../new_data/cut_style:japan/1_876_E_.jpg,../new_data/cut_style:japan/1_876_Q_.jpg,[0.00364543 0.         0.0386973  ... 0.         0.         0.0307821 ],1,[0.00364543 0.         0.0386973  ... 0.         0.         0.0324025 ],[0.14364411 0.         0.10660334 ... 0.         0.         0.0307821 ]
1_877,../new_data/style:japan/877.jpg,../new_data/cut_style:japan/1_877_E_.jpg,../new_data/cut_style:japan/1_877_Q_.jpg,[0.         0.         0.08228353 ... 0.         0.         0.04083492],1,[0.         0.         0.08228353 ... 0.         0.02138188 0.24503823],[0.15101005 0.         0.21678631 ... 0.         0.         0.04083492]
1_879,../new_data/style:japan/879.jpg,../new_data/cut_style:japan/1_879_E_.jpg,../new_data/cut_style:japan/1_879_Q_.jpg,[0.         0.00254714 0.         ... 0.         0.         0.00250841],1,[0.         0.00254714 0.         ... 0.03031895 0.         0.05743505],[0.41108555 0.         0.00926502 ... 0.         0.         0.00250841]
1_882,../new_data/style:japan/882.jpg,../new_data/cut_style:japan/1_882_E_.jpg,../new_data/cut_style:japan/1_882_Q_.jpg,[0.         0.         0.20009318 ... 0.         0.         0.02560082],1,[0.         0.         0.20009318 ... 0.00253368 0.06383234 0.14032295],[0.         0.         0.02377594 ... 0.         0.         0.02560082]
1_883,../new_data/style:japan/883.jpg,../new_data/cut_style:japan/1_883_E_.jpg,../new_data/cut_style:japan/1_883_Q_.jpg,[0.         0.00196765 0.04496654 ... 0.         0.         0.01573292],1,[0.         0.00196765 0.04496654 ... 0.00202583 0.         0.08053546],[0.         0.         0.3027561  ... 0.         0.         0.01573292]
1_884,../new_data/style:japan/884.jpg,../new_data/cut_style:japan/1_884_E_.jpg,../new_data/cut_style:japan/1_884_Q_.jpg,[0.         0.         0.11284085 ... 0.         0.         0.05818302],1,[0.         0.         0.11284085 ... 0.01201333 0.         0.2231691 ],[0.892364   0.01777427 0.42588452 ... 0.         0.         0.05818302]
1_885,../new_data/style:japan/885.jpg,../new_data/cut_style:japan/1_885_E_.jpg,../new_data/cut_style:japan/1_885_Q_.jpg,[0.         0.01193041 0.07144924 ... 0.         0.         0.02395161],1,[0.         0.01193041 0.07144924 ... 0.0013409  0.00850108 0.03058706],[0.17449859 0.00173734 0.2086034  ... 0.         0.         0.02395161]
1_887,../new_data/style:japan/887.jpg,../new_data/cut_style:japan/1_887_E_.jpg,../new_data/cut_style:japan/1_887_Q_.jpg,[0.         0.00532797 0.00701607 ... 0.00711877 0.00316675 0.00106993],1,[0.         0.00532797 0.00701607 ... 0.         0.         0.05822812],[0.64344597 0.         0.1689779  ... 0.00711877 0.00316675 0.00106993]
1_889,../new_data/style:japan/889.jpg,../new_data/cut_style:japan/1_889_E_.jpg,../new_data/cut_style:japan/1_889_Q_.jpg,[0.         0.         0.15472424 ... 0.04644803 0.         0.00585031],1,[0.         0.         0.15472424 ... 0.         0.         0.44153747],[0.         0.         0.         ... 0.04644803 0.         0.00585031]
1_890,../new_data/style:japan/890.jpg,../new_data/cut_style:japan/1_890_E_.jpg,../new_data/cut_style:japan/1_890_Q_.jpg,[0.00784228 0.         0.1255097  ... 0.02920389 0.         0.00220752],1,[0.00784228 0.         0.1255097  ... 0.         0.         0.21376738],[0.08599668 0.         0.07908008 ... 0.02920389 0.         0.00220752]
1_891,../new_data/style:japan/891.jpg,../new_data/cut_style:japan/1_891_E_.jpg,../new_data/cut_style:japan/1_891_Q_.jpg,[0.         0.00157313 0.16080707 ... 0.1251748  0.00157848 0.03834882],1,[0.         0.00157313 0.16080707 ... 0.         0.         0.00919827],[0.57360643 0.         0.22424151 ... 0.1251748  0.00157848 0.03834882]
1_893,../new_data/style:japan/893.jpg,../new_data/cut_style:japan/1_893_E_.jpg,../new_data/cut_style:japan/1_893_Q_.jpg,[0.         0.00056451 0.00228227 ... 0.         0.00033065 0.26597068],1,[0.         0.00056451 0.00228227 ... 0.         0.         0.13611507],[0.10864063 0.         0.2561957  ... 0.         0.00033065 0.26597068]
1_894,../new_data/style:japan/894.jpg,../new_data/cut_style:japan/1_894_E_.jpg,../new_data/cut_style:japan/1_894_Q_.jpg,[0.         0.         0.68383354 ... 0.00564699 0.13182032 0.        ],1,[0.         0.         0.68383354 ... 0.15542534 0.         0.07032698],[0.13162951 0.         0.58310825 ... 0.00564699 0.13182032 0.        ]
1_895,../new_data/style:japan/895.jpg,../new_data/cut_style:japan/1_895_E_.jpg,../new_data/cut_style:japan/1_895_Q_.jpg,[0.         0.00138006 0.03220689 ... 0.         0.         0.1265849 ],1,[0.         0.00138006 0.03220689 ... 0.         0.00474421 0.00840001],[0.        0.        0.        ... 0.        0.        0.1265849]
1_896,../new_data/style:japan/896.jpg,../new_data/cut_style:japan/1_896_E_.jpg,../new_data/cut_style:japan/1_896_Q_.jpg,[0.00153443 0.         0.27366605 ... 0.01643743 0.02482186 0.02533353],1,[0.00153443 0.         0.27366605 ... 0.         0.         0.02779456],[0.01685886 0.         0.1667999  ... 0.01643743 0.02482186 0.02533353]
1_897,../new_data/style:japan/897.jpg,../new_data/cut_style:japan/1_897_E_.jpg,../new_data/cut_style:japan/1_897_Q_.jpg,[0.         0.00055094 0.         ... 0.00383616 0.01893059 0.        ],1,[0.         0.00055094 0.         ... 0.         0.         0.01563759],"[2.9304454e-02 6.6791263e-06 1.7238082e-02 ... 3.8361601e-03 1.8930592e-02
 0.0000000e+00]"
1_899,../new_data/style:japan/899.jpg,../new_data/cut_style:japan/1_899_E_.jpg,../new_data/cut_style:japan/1_899_Q_.jpg,[0.         0.08942953 0.27933633 ... 0.00317492 0.         0.00781129],1,[0.         0.08942953 0.27933633 ... 0.08092249 0.         0.20388995],[0.04216654 0.001989   0.         ... 0.00317492 0.         0.00781129]
1_901,../new_data/style:japan/901.jpg,../new_data/cut_style:japan/1_901_E_.jpg,../new_data/cut_style:japan/1_901_Q_.jpg,[0.         0.00642946 0.09057082 ... 0.00361395 0.         0.00038852],1,[0.         0.00642946 0.09057082 ... 0.         0.         0.02824193],[0.06496052 0.         0.01996575 ... 0.00361395 0.         0.00038852]
1_902,../new_data/style:japan/902.jpg,../new_data/cut_style:japan/1_902_E_.jpg,../new_data/cut_style:japan/1_902_Q_.jpg,[0.01761963 0.00458107 0.08095726 ... 0.         0.0634824  0.00675612],1,[0.01761963 0.00458107 0.08095726 ... 0.01407826 0.         0.01622099],[0.16314705 0.         0.02312099 ... 0.         0.0634824  0.00675612]
1_903,../new_data/style:japan/903.jpg,../new_data/cut_style:japan/1_903_E_.jpg,../new_data/cut_style:japan/1_903_Q_.jpg,[0.00293456 0.03350688 0.05470128 ... 0.00343845 0.         0.17565799],1,[0.00293456 0.03350688 0.05470128 ... 0.         0.04651167 0.37345308],[0.27292648 0.030184   0.17131957 ... 0.00343845 0.         0.17565799]
1_905,../new_data/style:japan/905.jpg,../new_data/cut_style:japan/1_905_E_.jpg,../new_data/cut_style:japan/1_905_Q_.jpg,[0.06230788 0.         0.03299052 ... 0.         0.00510336 0.18711528],1,[0.06230788 0.         0.03299052 ... 0.         0.02160339 0.08860482],[0.33223563 0.         0.35721636 ... 0.         0.00510336 0.18711528]
1_906,../new_data/style:japan/906.jpg,../new_data/cut_style:japan/1_906_E_.jpg,../new_data/cut_style:japan/1_906_Q_.jpg,[0.         0.01174395 0.         ... 0.04469488 0.         0.00686327],1,[0.         0.01174395 0.         ... 0.         0.01718071 0.06703982],[0.19453122 0.         0.45969668 ... 0.04469488 0.         0.00686327]
1_907,../new_data/style:japan/907.jpg,../new_data/cut_style:japan/1_907_E_.jpg,../new_data/cut_style:japan/1_907_Q_.jpg,[0.01313954 0.14383721 0.         ... 0.         0.         0.0008048 ],1,"[1.3139539e-02 1.4383721e-01 0.0000000e+00 ... 0.0000000e+00 1.2714522e-05
 5.1055962e-01]",[0.036753   0.         0.22203405 ... 0.         0.         0.0008048 ]
1_908,../new_data/style:japan/908.jpg,../new_data/cut_style:japan/1_908_E_.jpg,../new_data/cut_style:japan/1_908_Q_.jpg,[0.00726636 0.05906497 0.04138403 ... 0.25126535 0.         0.00395684],1,[0.00726636 0.05906497 0.04138403 ... 0.         0.         0.02649021],[0.26487514 0.         0.31826684 ... 0.25126535 0.         0.00395684]
1_910,../new_data/style:japan/910.jpg,../new_data/cut_style:japan/1_910_E_.jpg,../new_data/cut_style:japan/1_910_Q_.jpg,[0.006103   0.0072885  0.09166778 ... 0.         0.         0.21854213],1,[0.006103   0.0072885  0.09166778 ... 0.         0.         0.19066316],[0.41415295 0.         0.1404221  ... 0.         0.         0.21854213]
1_911,../new_data/style:japan/911.jpg,../new_data/cut_style:japan/1_911_E_.jpg,../new_data/cut_style:japan/1_911_Q_.jpg,[0.00346533 0.         0.00733134 ... 0.         0.         0.0205343 ],1,[0.00346533 0.         0.00733134 ... 0.00318302 0.07188944 0.01523289],[0.01488024 0.         0.06360735 ... 0.         0.         0.0205343 ]
