idxE,idxQ,img_pathE,img_pathQ,predEQ,label,embedE,embedQ
13_1027_E_,13_1027_Q_,../new_data/cut_ugly_clothes_pair/13_1027_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1027_Q_.jpg,[0.         0.03506469 0.         ... 0.         0.         0.091891  ],0,[0.         0.03506469 0.         ... 0.         0.         0.2552535 ],[0.10191826 0.         0.7797135  ... 0.         0.         0.091891  ]
13_1558_E_,13_1558_Q_,../new_data/cut_ugly_clothes_pair/13_1558_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1558_Q_.jpg,[0.         0.         0.26389188 ... 0.         0.00036124 0.01657979],0,[0.         0.         0.26389188 ... 0.15813375 0.         0.05138714],[0.11996799 0.         0.27171004 ... 0.         0.00036124 0.01657979]
1_164_E_,1_164_Q_,../new_data/cut_style:japan/1_164_E_.jpg,../new_data/cut_style:japan/1_164_Q_.jpg,[0.03725298 0.         0.08841709 ... 0.03750195 0.02093544 0.00662049],1,[0.03725298 0.         0.08841709 ... 0.         0.0575919  0.02962169],[0.02726454 0.003206   0.         ... 0.03750195 0.02093544 0.00662049]
1_518_E_,1_518_Q_,../new_data/cut_style:japan/1_518_E_.jpg,../new_data/cut_style:japan/1_518_Q_.jpg,[0.         0.00326577 0.0515758  ... 0.06335304 0.         0.03360914],1,[0.         0.00326577 0.0515758  ... 0.03154746 0.02122805 0.7678156 ],[0.04500155 0.         0.2909246  ... 0.06335304 0.         0.03360914]
13_2595_E_,13_2595_Q_,../new_data/cut_ugly_clothes_pair/13_2595_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2595_Q_.jpg,[0.         0.00122734 0.12225164 ... 0.00702389 0.         0.1725025 ],0,[0.         0.00122734 0.12225164 ... 0.         0.         0.49427333],[0.03477097 0.         0.07396551 ... 0.00702389 0.         0.1725025 ]
0_414_E_,0_414_Q_,../new_data/cut_style:america/0_414_E_.jpg,../new_data/cut_style:america/0_414_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.09664365],1,[0.         0.         0.         ... 0.00435607 0.         0.09805935],[0.22268364 0.         0.05890799 ... 0.         0.         0.09664365]
13_995_E_,13_995_Q_,../new_data/cut_ugly_clothes_pair/13_995_E_.jpg,../new_data/cut_ugly_clothes_pair/13_995_Q_.jpg,[0.         0.00672335 0.         ... 0.         0.         0.01268618],0,[0.         0.00672335 0.         ... 0.         0.         0.04854649],[0.         0.00183799 0.0295447  ... 0.         0.         0.01268618]
1_230_E_,1_230_Q_,../new_data/cut_style:japan/1_230_E_.jpg,../new_data/cut_style:japan/1_230_Q_.jpg,[0.         0.085858   0.         ... 0.57420164 0.         0.08299175],1,[0.         0.085858   0.         ... 0.         0.09884311 0.21508437],[0.2258079  0.         0.33950168 ... 0.57420164 0.         0.08299175]
0_150_E_,0_150_Q_,../new_data/cut_style:america/0_150_E_.jpg,../new_data/cut_style:america/0_150_Q_.jpg,[0.4624777  0.         0.02878603 ... 0.03962061 0.02429223 0.01771473],1,[0.4624777  0.         0.02878603 ... 0.00402536 0.25750303 0.1508253 ],[0.05362118 0.         0.00822816 ... 0.03962061 0.02429223 0.01771473]
2_143_E_,2_143_Q_,../new_data/cut_style:korea/2_143_E_.jpg,../new_data/cut_style:korea/2_143_Q_.jpg,[0.         0.         0.01536087 ... 0.         0.0189492  0.00424396],1,[0.         0.         0.01536087 ... 0.02206346 0.         0.06918106],[0.20981553 0.         0.39487734 ... 0.         0.0189492  0.00424396]
13_818_E_,13_818_Q_,../new_data/cut_ugly_clothes_pair/13_818_E_.jpg,../new_data/cut_ugly_clothes_pair/13_818_Q_.jpg,[0.00718376 0.10678426 0.         ... 0.         0.0255556  0.06292573],0,[0.00718376 0.10678426 0.         ... 0.         0.         0.18183425],[0.17128646 0.07228681 0.32031426 ... 0.         0.0255556  0.06292573]
0_261_E_,0_261_Q_,../new_data/cut_style:america/0_261_E_.jpg,../new_data/cut_style:america/0_261_Q_.jpg,[0.00470617 0.         0.08462451 ... 0.         0.26241058 0.        ],1,[0.00470617 0.         0.08462451 ... 0.         0.         0.10669649],[0.0942098  0.         0.08194433 ... 0.         0.26241058 0.        ]
0_158_E_,0_158_Q_,../new_data/cut_style:america/0_158_E_.jpg,../new_data/cut_style:america/0_158_Q_.jpg,[0.         0.         0.03952779 ... 0.01245714 0.         0.02818774],1,[0.         0.         0.03952779 ... 0.04073715 0.         0.25620967],[0.         0.         0.         ... 0.01245714 0.         0.02818774]
13_583_E_,13_583_Q_,../new_data/cut_ugly_clothes_pair/13_583_E_.jpg,../new_data/cut_ugly_clothes_pair/13_583_Q_.jpg,[0.         0.         0.9839751  ... 0.00245622 0.03339069 0.23765455],0,[0.         0.         0.9839751  ... 0.00516927 0.         0.14629467],[0.         0.         1.0076576  ... 0.00245622 0.03339069 0.23765455]
2_177_E_,2_177_Q_,../new_data/cut_style:korea/2_177_E_.jpg,../new_data/cut_style:korea/2_177_Q_.jpg,[0.         0.         0.20110954 ... 0.         0.00459345 0.01796076],1,[0.         0.         0.20110954 ... 0.         0.         0.00082116],[0.         0.00305197 0.12189568 ... 0.         0.00459345 0.01796076]
13_2567_E_,13_2567_Q_,../new_data/cut_ugly_clothes_pair/13_2567_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2567_Q_.jpg,[0.         0.         0.46752858 ... 0.         0.         0.06441668],0,[0.         0.         0.46752858 ... 0.38764188 0.00676917 0.22645709],[0.03940021 0.         0.01440245 ... 0.         0.         0.06441668]
2_605_E_,2_605_Q_,../new_data/cut_style:korea/2_605_E_.jpg,../new_data/cut_style:korea/2_605_Q_.jpg,[0.06853642 0.06280523 0.16830042 ... 0.         0.00120169 0.00304523],1,[0.06853642 0.06280523 0.16830042 ... 0.05883033 0.         0.00561946],[0.01738305 0.         0.08442819 ... 0.         0.00120169 0.00304523]
13_918_E_,13_918_Q_,../new_data/cut_ugly_clothes_pair/13_918_E_.jpg,../new_data/cut_ugly_clothes_pair/13_918_Q_.jpg,[0.17172857 0.00101935 0.36020437 ... 0.         0.00570969 0.02827699],0,[0.17172857 0.00101935 0.36020437 ... 0.03283313 0.         0.27734554],[0.5440381  0.         0.8356001  ... 0.         0.00570969 0.02827699]
13_159_E_,13_159_Q_,../new_data/cut_ugly_clothes_pair/13_159_E_.jpg,../new_data/cut_ugly_clothes_pair/13_159_Q_.jpg,[0.00602048 0.00912007 0.11599264 ... 0.         0.0544546  0.03058513],0,[0.00602048 0.00912007 0.11599264 ... 0.         0.08893821 0.6346691 ],[0.11800652 0.         0.00350839 ... 0.         0.0544546  0.03058513]
2_864_E_,2_864_Q_,../new_data/cut_style:korea/2_864_E_.jpg,../new_data/cut_style:korea/2_864_Q_.jpg,[0.         0.         0.00912558 ... 0.07091582 0.         0.15747811],1,[0.         0.         0.00912558 ... 0.01911639 0.         0.06112667],[0.         0.         0.20575197 ... 0.07091582 0.         0.15747811]
13_332_E_,13_332_Q_,../new_data/cut_ugly_clothes_pair/13_332_E_.jpg,../new_data/cut_ugly_clothes_pair/13_332_Q_.jpg,[0.00260691 0.06255258 0.2652814  ... 0.00259299 0.00569428 0.02596709],0,[0.00260691 0.06255258 0.2652814  ... 0.0751444  0.00403852 0.08388295],[0.03035973 0.         0.01145765 ... 0.00259299 0.00569428 0.02596709]
13_1436_E_,13_1436_Q_,../new_data/cut_ugly_clothes_pair/13_1436_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1436_Q_.jpg,[0.         0.         0.         ... 0.         0.00945089 0.0131019 ],0,[0.         0.         0.         ... 0.         0.         0.01637826],[0.         0.         0.11070154 ... 0.         0.00945089 0.0131019 ]
13_1009_E_,13_1009_Q_,../new_data/cut_ugly_clothes_pair/13_1009_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1009_Q_.jpg,[0.         0.03539633 0.16626512 ... 0.02377114 0.         0.01525267],0,[0.         0.03539633 0.16626512 ... 0.         0.         0.00253351],[0.22409801 0.         0.20466885 ... 0.02377114 0.         0.01525267]
13_1183_E_,13_1183_Q_,../new_data/cut_ugly_clothes_pair/13_1183_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1183_Q_.jpg,[0.         0.02977816 0.         ... 0.         0.07763358 0.01854102],0,[0.         0.02977816 0.         ... 0.         0.06808721 0.10417967],[0.         0.         0.06025553 ... 0.         0.07763358 0.01854102]
13_1659_E_,13_1659_Q_,../new_data/cut_ugly_clothes_pair/13_1659_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1659_Q_.jpg,"[0.0000000e+00 2.9795701e-02 1.0304366e-04 ... 0.0000000e+00 0.0000000e+00
 1.3191082e-01]",0,[0.         0.0297957  0.00010304 ... 0.00164596 0.         0.02203712],[0.41999176 0.00751936 0.0095383  ... 0.         0.         0.13191082]
2_859_E_,2_859_Q_,../new_data/cut_style:korea/2_859_E_.jpg,../new_data/cut_style:korea/2_859_Q_.jpg,[0.         0.00710599 0.05514416 ... 0.         0.         0.03328608],1,[0.         0.00710599 0.05514416 ... 0.         0.01006403 0.3524344 ],[0.08307689 0.         0.2126964  ... 0.         0.         0.03328608]
0_445_E_,0_445_Q_,../new_data/cut_style:america/0_445_E_.jpg,../new_data/cut_style:america/0_445_Q_.jpg,[0.02863707 0.00115231 0.01568129 ... 0.         0.08831621 0.00374233],1,[0.02863707 0.00115231 0.01568129 ... 0.         0.06575315 0.02428859],[0.6048427  0.         0.10706308 ... 0.         0.08831621 0.00374233]
1_19_E_,1_19_Q_,../new_data/cut_style:japan/1_19_E_.jpg,../new_data/cut_style:japan/1_19_Q_.jpg,[0.         0.         0.05537055 ... 0.         0.         0.0069414 ],1,[0.         0.         0.05537055 ... 0.         0.         0.24624561],[0.0493402  0.         0.04061336 ... 0.         0.         0.0069414 ]
0_109_E_,0_109_Q_,../new_data/cut_style:america/0_109_E_.jpg,../new_data/cut_style:america/0_109_Q_.jpg,[0.         0.00229239 0.         ... 0.         0.         0.00912718],1,[0.         0.00229239 0.         ... 0.         0.00870434 0.00557425],[0.06839943 0.         0.38563916 ... 0.         0.         0.00912718]
2_180_E_,2_180_Q_,../new_data/cut_style:korea/2_180_E_.jpg,../new_data/cut_style:korea/2_180_Q_.jpg,[0.         0.         0.10113221 ... 0.05998939 0.00395558 0.12402955],1,[0.         0.         0.10113221 ... 0.06334668 0.00702192 0.01581339],[0.         0.         0.         ... 0.05998939 0.00395558 0.12402955]
13_1044_E_,13_1044_Q_,../new_data/cut_ugly_clothes_pair/13_1044_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1044_Q_.jpg,[0.         0.1343216  0.5056601  ... 0.         0.08409359 0.10764662],0,[0.         0.1343216  0.5056601  ... 0.0028846  0.00595358 0.26709408],[0.00109024 0.07228152 0.25384268 ... 0.         0.08409359 0.10764662]
13_1643_E_,13_1643_Q_,../new_data/cut_ugly_clothes_pair/13_1643_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1643_Q_.jpg,[0.00354089 0.00149803 0.00250616 ... 0.00965542 0.00539466 0.04283909],0,[0.00354089 0.00149803 0.00250616 ... 0.         0.         0.        ],[0.28710178 0.01924994 0.3085426  ... 0.00965542 0.00539466 0.04283909]
13_2282_E_,13_2282_Q_,../new_data/cut_ugly_clothes_pair/13_2282_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2282_Q_.jpg,[0.01804927 0.00382164 0.05929773 ... 0.         0.07072498 0.00177193],0,[0.01804927 0.00382164 0.05929773 ... 0.01193366 0.         0.10093155],[0.08600996 0.00130695 0.21287996 ... 0.         0.07072498 0.00177193]
0_735_E_,0_735_Q_,../new_data/cut_style:america/0_735_E_.jpg,../new_data/cut_style:america/0_735_Q_.jpg,[0.         0.         0.         ... 0.         0.00939142 0.02675333],1,[0.         0.         0.         ... 0.01226318 0.00989757 0.1367663 ],[0.03255501 0.01828353 0.08327459 ... 0.         0.00939142 0.02675333]
13_950_E_,13_950_Q_,../new_data/cut_ugly_clothes_pair/13_950_E_.jpg,../new_data/cut_ugly_clothes_pair/13_950_Q_.jpg,[0.         0.23051025 0.         ... 0.01678758 0.01164909 0.00710118],0,[0.         0.23051025 0.         ... 0.         0.         0.7004384 ],[0.         0.00526735 0.49189493 ... 0.01678758 0.01164909 0.00710118]
2_187_E_,2_187_Q_,../new_data/cut_style:korea/2_187_E_.jpg,../new_data/cut_style:korea/2_187_Q_.jpg,[0.         0.00552752 0.22388673 ... 0.03552898 0.00392167 0.05533637],1,[0.         0.00552752 0.22388673 ... 0.         0.         0.01379196],[0.20825364 0.04844267 0.1796729  ... 0.03552898 0.00392167 0.05533637]
13_1621_E_,13_1621_Q_,../new_data/cut_ugly_clothes_pair/13_1621_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1621_Q_.jpg,[0.         0.00303056 0.36071742 ... 0.01218751 0.         0.06528661],0,[0.         0.00303056 0.36071742 ... 0.01479918 0.04133157 0.21288344],[0.03527695 0.00892161 0.07901604 ... 0.01218751 0.         0.06528661]
2_667_E_,2_667_Q_,../new_data/cut_style:korea/2_667_E_.jpg,../new_data/cut_style:korea/2_667_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.01642411],1,[0. 0. 0. ... 0. 0. 0.],[0.         0.         0.         ... 0.         0.         0.01642411]
2_169_E_,2_169_Q_,../new_data/cut_style:korea/2_169_E_.jpg,../new_data/cut_style:korea/2_169_Q_.jpg,[0.         0.00092341 0.1903239  ... 0.         0.         0.0089532 ],1,[0.         0.00092341 0.1903239  ... 0.         0.         0.01439828],[0.22181846 0.         0.3355513  ... 0.         0.         0.0089532 ]
13_2427_E_,13_2427_Q_,../new_data/cut_ugly_clothes_pair/13_2427_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2427_Q_.jpg,[0.         0.         0.2174249  ... 0.         0.23688704 0.02681963],0,[0.         0.         0.2174249  ... 0.         0.06541923 0.50250745],[0.06554201 0.         0.1691847  ... 0.         0.23688704 0.02681963]
2_517_E_,2_517_Q_,../new_data/cut_style:korea/2_517_E_.jpg,../new_data/cut_style:korea/2_517_Q_.jpg,[0.00269496 0.00832539 0.01654063 ... 0.08284906 0.         0.        ],1,[0.00269496 0.00832539 0.01654063 ... 0.9861605  0.00142002 0.02113735],[0.02818553 0.         0.37522882 ... 0.08284906 0.         0.        ]
2_130_E_,2_130_Q_,../new_data/cut_style:korea/2_130_E_.jpg,../new_data/cut_style:korea/2_130_Q_.jpg,[0.         0.0106904  0.00687115 ... 0.0079953  0.02053532 0.0053343 ],1,[0.         0.0106904  0.00687115 ... 0.         0.         0.23193796],[0.3735447  0.         0.1192821  ... 0.0079953  0.02053532 0.0053343 ]
1_654_E_,1_654_Q_,../new_data/cut_style:japan/1_654_E_.jpg,../new_data/cut_style:japan/1_654_Q_.jpg,[0.         0.         0.24809064 ... 0.03716146 0.         0.00027604],1,[0.         0.         0.24809064 ... 0.         0.         0.02799761],[0.15825163 0.         0.         ... 0.03716146 0.         0.00027604]
13_1420_E_,13_1420_Q_,../new_data/cut_ugly_clothes_pair/13_1420_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1420_Q_.jpg,[0.         0.00515524 0.24235618 ... 0.         0.         0.03533732],0,[0.         0.00515524 0.24235618 ... 0.02622959 0.         0.1685991 ],[0.05178296 0.         0.8448899  ... 0.         0.         0.03533732]
2_960_E_,2_960_Q_,../new_data/cut_style:korea/2_960_E_.jpg,../new_data/cut_style:korea/2_960_Q_.jpg,[0.01265903 0.         0.063266   ... 0.         0.00509226 0.        ],1,[0.01265903 0.         0.063266   ... 0.00585925 0.03581961 0.49623817],[0.         0.         0.17461944 ... 0.         0.00509226 0.        ]
13_1595_E_,13_1595_Q_,../new_data/cut_ugly_clothes_pair/13_1595_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1595_Q_.jpg,[0.0249935  0.00715145 0.         ... 0.         0.04501304 0.48781914],0,[0.0249935  0.00715145 0.         ... 0.         0.         0.2880966 ],[0.09995165 0.00155219 0.34043148 ... 0.         0.04501304 0.48781914]
13_440_E_,13_440_Q_,../new_data/cut_ugly_clothes_pair/13_440_E_.jpg,../new_data/cut_ugly_clothes_pair/13_440_Q_.jpg,[0.         0.00942001 0.02663022 ... 0.         0.08493909 0.01120524],0,[0.         0.00942001 0.02663022 ... 0.         0.00589183 0.37459663],[0.29219535 0.00621536 0.         ... 0.         0.08493909 0.01120524]
13_1777_E_,13_1777_Q_,../new_data/cut_ugly_clothes_pair/13_1777_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1777_Q_.jpg,"[6.9473321e-03 0.0000000e+00 6.6449302e-01 ... 0.0000000e+00 0.0000000e+00
 3.9031013e-04]",0,[0.00694733 0.         0.664493   ... 0.         0.         0.13566633],[0.         0.         0.05997779 ... 0.         0.         0.00039031]
13_1046_E_,13_1046_Q_,../new_data/cut_ugly_clothes_pair/13_1046_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1046_Q_.jpg,[0.         0.04731845 0.0559993  ... 0.         0.07799255 0.06897755],0,[0.         0.04731845 0.0559993  ... 0.01991004 0.05775323 0.08421916],[0.         0.         0.22864524 ... 0.         0.07799255 0.06897755]
0_617_E_,0_617_Q_,../new_data/cut_style:america/0_617_E_.jpg,../new_data/cut_style:america/0_617_Q_.jpg,[0.         0.         0.08047397 ... 0.01586316 0.         0.02035135],1,[0.         0.         0.08047397 ... 0.64763695 0.         0.        ],[0.14359389 0.         0.         ... 0.01586316 0.         0.02035135]
1_79_E_,1_79_Q_,../new_data/cut_style:japan/1_79_E_.jpg,../new_data/cut_style:japan/1_79_Q_.jpg,[0.27039036 0.03645643 0.02269041 ... 0.2634445  0.         0.        ],1,[0.27039036 0.03645643 0.02269041 ... 0.01326986 0.         0.00567898],[0.3462156 0.        0.        ... 0.2634445 0.        0.       ]
13_1089_E_,13_1089_Q_,../new_data/cut_ugly_clothes_pair/13_1089_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1089_Q_.jpg,[0.         0.         0.         ... 0.         0.10760097 0.0382436 ],0,[0.         0.         0.         ... 0.07629943 0.00728802 0.00161247],[0.         0.00185545 0.05673597 ... 0.         0.10760097 0.0382436 ]
13_889_E_,13_889_Q_,../new_data/cut_ugly_clothes_pair/13_889_E_.jpg,../new_data/cut_ugly_clothes_pair/13_889_Q_.jpg,[0.         0.0139367  0.1463792  ... 0.         0.09978973 0.00651273],0,[0.         0.0139367  0.1463792  ... 0.         0.00393743 0.2721854 ],[0.01174174 0.00421786 0.92692554 ... 0.         0.09978973 0.00651273]
13_29_E_,13_29_Q_,../new_data/cut_ugly_clothes_pair/13_29_E_.jpg,../new_data/cut_ugly_clothes_pair/13_29_Q_.jpg,[0.         0.10205559 0.08121838 ... 0.01544874 0.00143658 0.06825585],0,[0.         0.10205559 0.08121838 ... 0.00386696 0.06864503 0.38964248],[0.         0.         0.15122035 ... 0.01544874 0.00143658 0.06825585]
0_143_E_,0_143_Q_,../new_data/cut_style:america/0_143_E_.jpg,../new_data/cut_style:america/0_143_Q_.jpg,[0.         0.         0.08290727 ... 0.         0.         0.04747603],1,[0.         0.         0.08290727 ... 0.         0.         0.08110836],[0.01191608 0.         0.22086614 ... 0.         0.         0.04747603]
1_917_E_,1_917_Q_,../new_data/cut_style:japan/1_917_E_.jpg,../new_data/cut_style:japan/1_917_Q_.jpg,[0.         0.         0.         ... 0.0109268  0.00179112 0.00043949],1,[0.         0.         0.         ... 0.01933317 0.0159067  0.        ],[0.01843888 0.         0.15514338 ... 0.0109268  0.00179112 0.00043949]
13_1267_E_,13_1267_Q_,../new_data/cut_ugly_clothes_pair/13_1267_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1267_Q_.jpg,[0.         0.00087794 0.09806179 ... 0.         0.07049186 0.15010025],0,[0.         0.00087794 0.09806179 ... 0.         0.         0.00066493],[0.         0.         0.05909281 ... 0.         0.07049186 0.15010025]
1_60_E_,1_60_Q_,../new_data/cut_style:japan/1_60_E_.jpg,../new_data/cut_style:japan/1_60_Q_.jpg,[0.         0.00569161 0.14138581 ... 0.         0.00473266 0.00444331],1,[0.         0.00569161 0.14138581 ... 0.         0.04418418 0.18013823],[0.1485349  0.         0.12771037 ... 0.         0.00473266 0.00444331]
1_147_E_,1_147_Q_,../new_data/cut_style:japan/1_147_E_.jpg,../new_data/cut_style:japan/1_147_Q_.jpg,[0.00992686 0.         0.03928588 ... 0.         0.         0.0106391 ],1,[0.00992686 0.         0.03928588 ... 0.         0.         0.4751156 ],[0.43025792 0.         0.04643444 ... 0.         0.         0.0106391 ]
13_2058_E_,13_2058_Q_,../new_data/cut_ugly_clothes_pair/13_2058_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2058_Q_.jpg,[0.         0.         0.13831016 ... 0.         0.         0.        ],0,[0.         0.         0.13831016 ... 0.         0.         0.02567105],[0.        0.        0.1486204 ... 0.        0.        0.       ]
13_1457_E_,13_1457_Q_,../new_data/cut_ugly_clothes_pair/13_1457_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1457_Q_.jpg,[0.         0.5272482  0.00334875 ... 0.         0.         0.10309309],0,[0.         0.5272482  0.00334875 ... 0.         0.         0.1277781 ],[0.12722868 0.         0.18989295 ... 0.         0.         0.10309309]
13_1499_E_,13_1499_Q_,../new_data/cut_ugly_clothes_pair/13_1499_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1499_Q_.jpg,[0.00067738 0.05112322 0.5502017  ... 0.         0.01422169 0.        ],0,[0.00067738 0.05112322 0.5502017  ... 0.         0.         0.6683267 ],[0.         0.         0.25174257 ... 0.         0.01422169 0.        ]
2_192_E_,2_192_Q_,../new_data/cut_style:korea/2_192_E_.jpg,../new_data/cut_style:korea/2_192_Q_.jpg,[0.         0.         0.3199165  ... 0.         0.         0.08410919],1,[0.         0.         0.3199165  ... 0.01033067 0.         0.20812567],[0.         0.01172884 0.11167179 ... 0.         0.         0.08410919]
13_358_E_,13_358_Q_,../new_data/cut_ugly_clothes_pair/13_358_E_.jpg,../new_data/cut_ugly_clothes_pair/13_358_Q_.jpg,[0.05675435 0.04860127 0.18283927 ... 0.         0.02403708 0.        ],0,[0.05675435 0.04860127 0.18283927 ... 0.02092652 0.07543605 0.18832809],[0.411538   0.01178979 0.09697986 ... 0.         0.02403708 0.        ]
13_602_E_,13_602_Q_,../new_data/cut_ugly_clothes_pair/13_602_E_.jpg,../new_data/cut_ugly_clothes_pair/13_602_Q_.jpg,[0.         0.02843831 0.00150322 ... 0.02755773 0.11167378 0.01465626],0,[0.         0.02843831 0.00150322 ... 0.04632224 0.         0.3916405 ],[0.         0.         0.0018586  ... 0.02755773 0.11167378 0.01465626]
13_1187_E_,13_1187_Q_,../new_data/cut_ugly_clothes_pair/13_1187_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1187_Q_.jpg,[0.         0.07457659 0.04773512 ... 0.         0.00953242 0.        ],0,[0.         0.07457659 0.04773512 ... 0.         0.         0.2570988 ],[0.0406447  0.         0.27385288 ... 0.         0.00953242 0.        ]
0_229_E_,0_229_Q_,../new_data/cut_style:america/0_229_E_.jpg,../new_data/cut_style:america/0_229_Q_.jpg,[0.18491577 0.         0.         ... 0.03782545 0.         0.12044364],1,[0.18491577 0.         0.         ... 0.         0.0104225  0.        ],[0.10866653 0.0002609  0.22096433 ... 0.03782545 0.         0.12044364]
2_875_E_,2_875_Q_,../new_data/cut_style:korea/2_875_E_.jpg,../new_data/cut_style:korea/2_875_Q_.jpg,[0.         0.         0.17197062 ... 0.         0.         0.03215842],1,[0.         0.         0.17197062 ... 0.02147345 0.         0.6352668 ],[0.01633522 0.         0.28115827 ... 0.         0.         0.03215842]
13_1192_E_,13_1192_Q_,../new_data/cut_ugly_clothes_pair/13_1192_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1192_Q_.jpg,[0. 0. 0. ... 0. 0. 0.],0,[0.         0.         0.         ... 0.         0.00510508 0.0830273 ],[0.00348927 0.         0.01894839 ... 0.         0.         0.        ]
13_78_E_,13_78_Q_,../new_data/cut_ugly_clothes_pair/13_78_E_.jpg,../new_data/cut_ugly_clothes_pair/13_78_Q_.jpg,[0.01471838 0.21972974 0.050773   ... 0.         0.01604358 0.21046138],0,[0.01471838 0.21972974 0.050773   ... 0.         0.04113083 0.00510901],[0.09213051 0.05981087 0.00058605 ... 0.         0.01604358 0.21046138]
1_891_E_,1_891_Q_,../new_data/cut_style:japan/1_891_E_.jpg,../new_data/cut_style:japan/1_891_Q_.jpg,[0.         0.00157313 0.16080707 ... 0.1251748  0.00157848 0.03834882],1,[0.         0.00157313 0.16080707 ... 0.         0.         0.00919827],[0.57360643 0.         0.22424151 ... 0.1251748  0.00157848 0.03834882]
0_1053_E_,0_1053_Q_,../new_data/cut_style:america/0_1053_E_.jpg,../new_data/cut_style:america/0_1053_Q_.jpg,[0.         0.         0.14314686 ... 0.         0.         0.01041776],1,[0.         0.         0.14314686 ... 0.0010188  0.00193742 0.00980023],[0.05518933 0.         0.         ... 0.         0.         0.01041776]
1_166_E_,1_166_Q_,../new_data/cut_style:japan/1_166_E_.jpg,../new_data/cut_style:japan/1_166_Q_.jpg,[0.01367038 0.         0.23594859 ... 0.         0.         0.00937545],1,[0.01367038 0.         0.23594859 ... 0.         0.0434332  0.03521188],[0.5290295  0.         0.08775441 ... 0.         0.         0.00937545]
2_472_E_,2_472_Q_,../new_data/cut_style:korea/2_472_E_.jpg,../new_data/cut_style:korea/2_472_Q_.jpg,[0.         0.         0.36710495 ... 0.         0.00546607 0.38674393],1,[0.         0.         0.36710495 ... 0.22761123 0.         0.41916156],[0.16224618 0.         0.22225167 ... 0.         0.00546607 0.38674393]
1_994_E_,1_994_Q_,../new_data/cut_style:japan/1_994_E_.jpg,../new_data/cut_style:japan/1_994_Q_.jpg,[0.         0.24282166 0.04929903 ... 0.06708851 0.13442071 0.01283799],1,[0.         0.24282166 0.04929903 ... 0.         0.00465702 0.6838929 ],[0.04459263 0.         0.01404852 ... 0.06708851 0.13442071 0.01283799]
2_633_E_,2_633_Q_,../new_data/cut_style:korea/2_633_E_.jpg,../new_data/cut_style:korea/2_633_Q_.jpg,[0.04678214 0.         0.05635972 ... 0.         0.         0.02301783],1,[0.04678214 0.         0.05635972 ... 0.         0.01255608 0.08988358],[0.10954829 0.         0.11946588 ... 0.         0.         0.02301783]
13_1065_E_,13_1065_Q_,../new_data/cut_ugly_clothes_pair/13_1065_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1065_Q_.jpg,[0.00194459 0.         0.37732095 ... 0.         0.         0.0539448 ],0,[0.00194459 0.         0.37732095 ... 0.         0.01130751 0.0199105 ],[0.04874758 0.         0.41086388 ... 0.         0.         0.0539448 ]
13_374_E_,13_374_Q_,../new_data/cut_ugly_clothes_pair/13_374_E_.jpg,../new_data/cut_ugly_clothes_pair/13_374_Q_.jpg,[0.         0.0104835  0.         ... 0.00738685 0.         0.        ],0,[0.         0.0104835  0.         ... 0.         0.         0.39129347],[0.         0.         0.00404102 ... 0.00738685 0.         0.        ]
2_289_E_,2_289_Q_,../new_data/cut_style:korea/2_289_E_.jpg,../new_data/cut_style:korea/2_289_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.01481092],1,[0.     0.     0.     ... 0.     0.     0.0028],[0.0877082  0.         0.01993192 ... 0.         0.         0.01481092]
13_2021_E_,13_2021_Q_,../new_data/cut_ugly_clothes_pair/13_2021_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2021_Q_.jpg,[0.         0.         0.09725472 ... 0.03915132 0.         0.06335053],0,[0.         0.         0.09725472 ... 0.01454563 0.         0.29323122],[0.15367423 0.         0.68387675 ... 0.03915132 0.         0.06335053]
